Comment ID,Item ID,Shop ID,Username,Comment,Rating Star,User Name,Anonymous,Region,Item Name
5749142807,6907023178,195450779,s*****a,"Daya serap:sangat menyerap,cocok di kulit ku
Efektivitas:sangat bagussss,nyaman dipakai cocok
Kenyamanan:aman sekali terutama packing dan maskernya sudah BPOM

gemes bgt si udh make lemon 4x + make stroberi smlm hasilnya udah keliatan banget ky di fotoku ,duh sebagus itu emang ga ngerti lagi😭‼️pantesan varian stroberi cepet abis make 1x aja hasilnya udah kinclong. pokonyaaa cocok di kulit ku untuk varian lemon dan stroberi, next bakal coba yg lainnya🤤💘",5,s*****a,True,ID,BPOM Camille Product 25gr-65gr (baca deskripsi!!)
5162979298,6907023178,195450779,sahilaauliaaa,"Daya serap:ga berat dimuka enteng pokoknya
Efektivitas:lucuuu tempatnya
Kenyamanan:100%

pengen coba sesuai jenis kulit pas banget temen pake jadi saya cek out juga dishope eh masih ada stoknya alhamdulilah setelah semalam saya pake ternyata baunya bener"" stoberi pas dibilas juga keliatan mukanya jadi bersih ga berminyak
fllw ig kuu yaa @sellaaurliaa cmiww🧚🏼‍♂️💗",5,sahilaauliaaa,False,ID,BPOM Camille Product 25gr-65gr (baca deskripsi!!)
5986019024,6907023178,195450779,tengkusiti_sholeha,"Daya serap:luamayan
Efektivitas:mantap banget buat nyerahun
Kenyamanan:nyaman banget

Udh punya 3 varian lemon,coffe&milk nggak ada yang mengecewakan seriusly😭 milk&lemon untk mencerahkan tp yg lemon lbh cerah naik 2 tone warna kulit wajah setelah maskeran lemon huaaa bgus banget,cuman untk kulit yg dry seperti aku hrs cepat2 pakai moist karna agak kering. Tpi bukn yg sampai ketarik",5,tengkusiti_sholeha,False,ID,BPOM Camille Product 25gr-65gr (baca deskripsi!!)
5739967158,6907023178,195450779,dian.natasha,"Daya serap:bagus bngt 😭🔥
Efektivitas:bagus bngt 😭🔥
Kenyamanan:enk bngt adem 😭🔥

Sumpah ini beli pas 8.8 rebutan dalam sekejap abis, dan pas nyoba ini bagus bngt begitu kering bs d kupas gt retakannya dan engk ada bekas bubuk gt dan engk kyk masker lainnya klu di bersihkan lngsung jd bubuk lg, Terima kasih bnyk ya kak, bakalan beli lg di sini 🤍🙏",5,dian.natasha,False,ID,BPOM Camille Product 25gr-65gr (baca deskripsi!!)
5784168843,6907023178,195450779,hayda_official,"Daya serap:bagus
Efektivitas:Keren
Kenyamanan:Good

Makasii camille semoga cocok di akuuu dan ssemmoga kulit aku bisa glowingghg cerahan lagiiii dan acne scar jadi hilanhghgh bismillah cucok mewong yaaa …. Plissss aku pgn face mistnyabhuhuuu tp ta kebagian terussss huaaaa monangggggggg🥺🥺🥺🥺🥺🥺🥺🥺🥺😭😭😭😭😭😭😭😭😭😭 bismillah besok kenagian ya",5,hayda_official,False,ID,BPOM Camille Product 25gr-65gr (baca deskripsi!!)
5684876515,6907023178,195450779,tadwinirrahma.maghribi,"Daya serap:bagus
Efektivitas:bagus
Kenyamanan:bagus ga gatel

di aku ga cocok kalo pake yang lemon, jadi banyak bgt jerawat gtu pas beberapakali pake , BUT  AKU SUKA BGT YA ALLAH SAMA CAMILLE GREENTEA GA BOONG , ini bener bener ngefek cuy , muka aku breakout lama lama bekas + jerawat nya ilang krn pake camille, sampe pd bilang ""loh jerawat mu udah mendingan"" ❤",5,tadwinirrahma.maghribi,False,ID,BPOM Camille Product 25gr-65gr (baca deskripsi!!)
6215585120,6907023178,195450779,nopivia,"Daya serap:lembut
Efektivitas:masker wajah
Kenyamanan:harum, lembut

Alhamdullilah barangnya udah sampai dengan selamat sudah nyoba disini bener² maskernya oke, sekali pakai masker wajah nya wow bgt langsung ga usah pakai bedak soalnya udah putih bgt ini, masker nya bikin noda di wajah cepat hilang bekas jerawat juga alhamdullilah pudar, respon penjual ramah, makasih",5,nopivia,False,ID,BPOM Camille Product 25gr-65gr (baca deskripsi!!)
6445428066,6907023178,195450779,yohannisaaprilita,"Daya serap:Oke ga terlalu cepat kering tp ga terlalu lama juga ✨
Efektivitas:Cocok untuk menghilangkan jerawat dan melembabkan kulit
Kenyamanan:Wanginya enak banget beneran ! Ada sensai dingin juga ✨

Thankyou ! Ini pembelian kedua aku, pertama kali coba beli beberapa varian yg size kecil dulu takut gak cocok. Setelah coba alhamdulillah cocok dan emg sebagus itu, wanginya juga enak banget ! Langsung di pembelian kedua ini bali semua produk ukuran besar buat stock 🥰",5,yohannisaaprilita,False,ID,BPOM Camille Product 25gr-65gr (baca deskripsi!!)
6753549680,6907023178,195450779,yulias_afriani,"Barang original harga sangat murah,nyaman dipake bikin relax teksturnya tidak terlalu kasar,dapat harga sangat murah karna diskon dan gratis ongkir.langsung dipake maskeran bareng pacar mantul banget ditambah pake facemistnya walaupun aku ga cocok pake varian kopi tapi tetep aku cocok strawberry yee",5,yulias_afriani,False,ID,BPOM Camille Product 25gr-65gr (baca deskripsi!!)
5823925451,6907023178,195450779,a*****t,"Daya serap:cepat
Efektivitas:mencerahkan
Kenyamanan:nyaman banget

Jadi kan aku pesen coffee pas aku coba pake yg varian ini ternyata kayak ga cocok di aku malah keluar jerawatku,terus aku coba pake yg greentea eh ternyata jerawat ku langsung kempes berarti aku lebih cocok varian greentea😭,se cinta ituuu❤️",5,a*****t,True,ID,BPOM Camille Product 25gr-65gr (baca deskripsi!!)
6504544980,6907023178,195450779,j*****i,"Daya serap:out of 1billion⭐️
Efektivitas:⭐️⭐️⭐️⭐️⭐️
Kenyamanan:nyaman bgt sumpah 

lihat seberapa bucinnya aku sama camille. mulai dari packaging tube, masi pake nama yang lama. sampe sekarang packagingnya super gemes. tiap beli selalu dipindahin ke tube😃 emang wanginya si juarakk sekalii gada tandingannya. ngefek dimukanya juga keliatan nyata",5,j*****i,True,ID,BPOM Camille Product 25gr-65gr (baca deskripsi!!)
4123706885,6907023178,195450779,giishopp_id,"Daya serap:rasanya?
Efektivitas:ahh...
Kenyamanan:mantap!!

camille aku bucin padamu😒
plis ini kemasan camille terbaru ucul banget demi apapun sangat aesthetic dari segi packing, dus pengiriman dan produknya😻❣ sedih kemarin gak dapet full varians tp gpp udah chekout lagi wkwk wajib banget amankan stock pribadi🙂🙃",5,giishopp_id,False,ID,BPOM Camille Product 25gr-65gr (baca deskripsi!!)
3833070945,6907023178,195450779,b*****e,yeyy kebagian hasil war kemarin cepet bgt abisnya untung kebagian🤪 semua varian bagus bgt sumpah gausah diraguin lagi wanginya juga enak bund pengiriman cepet packing aman pake bubble wrap + box trs dapet card juga sama kuas masker xixi makasii kak nad dan team camille lancar terus usahanya yaa❤️❤️,5,b*****e,True,ID,BPOM Camille Product 25gr-65gr (baca deskripsi!!)
5352407886,6907023178,195450779,yovgraprisma,"Daya serap:Bagus
Efektivitas:Varian coffe bagus banget buat ngilangin bekas jerawat dan greentea membuat jerawat kempes
Kenyamanan:Coffe enak bgt wanginya bikin rilex, greenteanya jugaa enak bgttt 

Aku suka banget sama varian coffe dan greentea andalan aku banget❣️ coffe ampuh bgt ngilangin bekas jerawat dengan cepat, greenteanya bagus buat ngempesin jerawat yg baru mau muncul gitu. Kombinasi yang pas😍. Aku juga beli produk terbarunya face mist dan bodyscrub, tp belinya jd misah2 krn rebutan",5,yovgraprisma,False,ID,BPOM Camille Product 25gr-65gr (baca deskripsi!!)
